timestamp_ms,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf,kp17_x,kp17_y,kp17_conf,kp18_x,kp18_y,kp18_conf,kp19_x,kp19_y,kp19_conf,kp20_x,kp20_y,kp20_conf,kp21_x,kp21_y,kp21_conf,kp22_x,kp22_y,kp22_conf,kp23_x,kp23_y,kp23_conf,kp24_x,kp24_y,kp24_conf,kp25_x,kp25_y,kp25_conf,kp26_x,kp26_y,kp26_conf,kp27_x,kp27_y,kp27_conf,kp28_x,kp28_y,kp28_conf,kp29_x,kp29_y,kp29_conf,kp30_x,kp30_y,kp30_conf,kp31_x,kp31_y,kp31_conf,kp32_x,kp32_y,kp32_conf,left_elbow,right_elbow,left_knee,right_knee,left_hip,right_hip
175,0.46951764822006226,0.5190016031265259,0.9980124235153198,0.4916762709617615,0.45417916774749756,0.9966811537742615,0.5070863366127014,0.42622408270835876,0.9960034489631653,0.5248364210128784,0.42204803228378296,0.9956929087638855,0.4305458962917328,0.42790064215660095,0.9972413778305054,0.4052625596523285,0.42742568254470825,0.9966296553611755,0.3892284035682678,0.4280986785888672,0.9964168071746826,0.5310589671134949,0.42828071117401123,0.9970250725746155,0.3923014998435974,0.44664546847343445,0.9978955984115601,0.49040594696998596,0.5780097842216492,0.9949187636375427,0.4174875319004059,0.5742206573486328,0.9951217770576477,0.5820891857147217,0.6908740997314453,0.9620422124862671,0.35366326570510864,0.6992336511611938,0.9829948544502258,0.6352493762969971,0.8706944584846497,0.7310542464256287,0.30255070328712463,0.908194899559021,0.6565018892288208,0.5508407354354858,0.6898024082183838,0.7247826457023621,0.37386783957481384,0.724403440952301,0.6840074062347412,0.5367369651794434,0.6586207747459412,0.5019492506980896,0.38348403573036194,0.678070604801178,0.4385986626148224,0.5292338132858276,0.5859661102294922,0.479686439037323,0.3902501165866852,0.663094699382782,0.41680988669395447,0.5274750590324402,0.6157812476158142,0.5490521788597107,0.39597392082214355,0.6872270703315735,0.48725074529647827,,,0.03822818025946617,,,0.048314470797777176,,,0.00887559074908495,,,0.0050648283213377,,,0.0002121196303050965,,,0.0002488262834958732,,,0.00010194207425229251,,,0.0002868029405362904,,,0.00029818067559972405,,,0.0011913820635527372,8.545673720511278,7.463048470076823,,,,
217,0.4858274966478348,0.5139727622270585,0.9982056021690369,0.5055991739034653,0.4421518981456756,0.9970044493675232,0.5183777540922165,0.42063153982162477,0.9963942170143127,0.5331555157899857,0.41634613275527954,0.9961121678352356,0.45342794954776766,0.42732113748788836,0.9975098967552185,0.42888286411762233,0.4273873597383499,0.9969591498374939,0.4116693794727326,0.42814066261053085,0.9967663288116455,0.5339074969291687,0.4280268460512161,0.9973126649856567,0.39292622208595274,0.44754063040018077,0.9980983138084412,0.5028688386082649,0.5780059248209,0.9952651858329773,0.4352879330515862,0.5747662514448166,0.9954677224159241,0.5860299050807953,0.6899518698453904,0.9569692015647888,0.3456058591604233,0.7094786703586579,0.9759297370910645,0.650404554605484,0.8705235391855239,0.6880383491516113,0.29919907450675964,0.9239203095436097,0.6562439203262329,0.5654533863067628,0.6941650122404098,0.700199544429779,0.37800520062446596,0.727407056093216,0.6743256449699402,0.5499960511922837,0.663285768032074,0.4987221658229828,0.3952000603079796,0.6788009285926818,0.4491574466228485,0.5417214781045914,0.6024206966161728,0.4843834638595581,0.398478202521801,0.6612500101327896,0.4323175549507141,0.540116348862648,0.6272106021642685,0.5431384444236755,0.40155267417430873,0.6852494090795517,0.48760950565338135,,,0.03492323309183121,,,0.044442713260650635,,,0.010893153958022594,,,0.008152416907250881,,,0.0005540650454349816,,,0.0005393778556026518,,,0.00044851034181192517,,,0.0004156067443545908,,,0.0015084071783348918,,,0.0019159851362928748,6.098533101500842,9.640928259303877,,,,
257,0.5039578588306904,0.5034290035068989,0.998370349407196,0.5198365961015224,0.4285492858290672,0.9972806572914124,0.5306701634824276,0.41305764943361284,0.9967288374900818,0.5427224643528461,0.4090128540992737,0.9964719414710999,0.4756539745628834,0.42516458727419376,0.997739851474762,0.4533592994511127,0.4266940851509571,0.9972419738769531,0.43376411288976674,0.42816443704068663,0.9970640540122986,0.5377320712804794,0.4266120971739292,0.9975353479385376,0.39382033884525297,0.44963503696024415,0.9982466697692871,0.515020127967,0.5736446715891361,0.99521803855896,0.4562126719206572,0.5739304606616498,0.9954508543014526,0.5873034384846687,0.685827389806509,0.9457032680511475,0.3365783630311489,0.7205535671114922,0.9485964179039001,0.6569810631871223,0.8443908597528933,0.643731951713562,0.30475601702928545,0.933614548444748,0.6703742146492004,0.5788198763132095,0.6895940558612347,0.6791017651557922,0.4019696718454361,0.7239097860455512,0.677437961101532,0.5664037708938122,0.6624596977233886,0.49912044405937195,0.4272228690236807,0.6701543313264846,0.4695141017436981,0.5556592918932437,0.6110554872453213,0.49076464772224426,0.42744913063943385,0.6470729447901249,0.4548569917678833,0.5532466842234135,0.6334002517163754,0.540639340877533,0.42738879725337026,0.6709583537280559,0.4945724606513977,,,0.031971633434295654,,,0.04089063033461571,,,0.014749297872185707,,,0.01585904322564602,,,0.001644290634430945,,,0.0014075865037739277,,,0.0013819665182381868,,,0.0008426907006651163,,,0.004753419663757086,,,0.0038557746447622776,3.0683213867404304,16.37642466391074,,,,
305,0.5163364830091597,0.49586819476634264,0.9985311627388,0.5305032108649611,0.41882916735112663,0.9975494742393494,0.540369005344808,0.40717194010317326,0.9970527291297913,0.5507219587638974,0.4032366037368774,0.9968205690383911,0.4901895735934376,0.4235691920258105,0.9979632496833801,0.469714670188725,0.4262046018913388,0.997515082359314,0.4479648882001639,0.4282924284599722,0.9973543286323547,0.5415830833613873,0.42569859156757595,0.9977778196334839,0.3940664665997028,0.45178961238637566,0.9984185695648193,0.5224564436264336,0.570854396559298,0.995648980140686,0.46740114689990875,0.5734376817867161,0.9958658218383789,0.5883329671174288,0.683278093777597,0.9465374946594238,0.32517525454610585,0.7334411527365446,0.9476913809776306,0.6666871597319841,0.8323016761317847,0.6137060523033142,0.3039065728336573,0.9585603184103966,0.6802688241004944,0.5898218368589878,0.6912261145040393,0.6651194095611572,0.41149989852309227,0.7505353778153657,0.6803608536720276,0.5779359856173396,0.6666650793552399,0.5043429732322693,0.4364651355110109,0.6977574545443057,0.4890090823173523,0.5660569563880562,0.6232062598094344,0.501806378364563,0.43668263440951705,0.6660484800115227,0.47824206948280334,0.5630758869424463,0.641917785666883,0.5432524085044861,0.4373074328228831,0.6876619397327304,0.5049886703491211,,,0.030042244121432304,,,0.03880736976861954,,,0.0190779697149992,,,0.022046662867069244,,,0.002304796362295747,,,0.0018680940847843885,,,0.0018827609019353986,,,0.001035375171341002,,,0.006646289955824614,,,0.004845853429287672,0.8491836951658085,21.951481318104552,,,,
353,0.5223052297640594,0.4919288144845515,0.9986759424209595,0.5376034660514444,0.4135386505745351,0.9977914690971375,0.5471557610955089,0.4037582670070231,0.9973443746566772,0.5565528612006456,0.3998341330885887,0.9971332550048828,0.49807407153435046,0.4229864470133558,0.9981645941734314,0.47816323262937366,0.42644743817932906,0.9977616667747498,0.45431942929849034,0.42917008574213833,0.9976163506507874,0.5455107981845737,0.4251859124932438,0.9979968667030334,0.3938887729361653,0.45349956863019614,0.9985755681991577,0.5266552921207621,0.5699123582337051,0.9960623979568481,0.4714818686319515,0.5748811216603965,0.9962671995162964,0.5942398890860379,0.6860352044578641,0.9492425322532654,0.31531509096585214,0.7459079007975757,0.9506591558456421,0.6827034332819283,0.8510676263842731,0.5788408517837524,0.29212317112460734,0.9914542306751013,0.6682165861129761,0.6114597995892167,0.7297132514785974,0.6288999915122986,0.40680669653266666,0.804612484396249,0.6490896344184875,0.598989749680087,0.7088539822936059,0.4890478253364563,0.43917101655658336,0.7617486026778817,0.48032593727111816,0.5871536127720027,0.6663130951937288,0.492278516292572,0.43773096487578006,0.7207582765910774,0.47657886147499084,0.5833908591721207,0.681305779447779,0.5256472826004028,0.43558019955568017,0.7377305110465735,0.49283739924430847,,,0.027485989034175873,,,0.03579575568437576,,,0.01834351196885109,,,0.021998418495059013,,,0.00213462021201849,,,0.0017567885806784034,,,0.0017343045910820365,,,0.0009776208316907287,,,0.006228478625416756,,,0.0046164835803210735,2.2229879462061946,26.146020093311716,,,,
401,0.5276957558091172,0.4896633049965091,0.9988046884536743,0.543442562639173,0.40954648091044277,0.9980079531669617,0.552743852329459,0.4009341315797344,0.9976057410240173,0.5615064840947278,0.3967961251586676,0.9974120855331421,0.5048860122791119,0.4226096341788862,0.9983445405960083,0.4848765280308016,0.4266115089617856,0.9979827404022217,0.459988634521924,0.42981075191511775,0.9978502988815308,0.5484326046382636,0.42445620632985603,0.998192310333252,0.3937610680038482,0.45463000340641474,0.9987162351608276,0.5292942336645443,0.569400064817164,0.9964373111724854,0.47548635885591617,0.5761776351375691,0.9966304302215576,0.5992216249560192,0.6884934798309765,0.9536442160606384,0.3102849172339402,0.7513534533418342,0.9549369215965271,0.6878018484516815,0.8856371050474979,0.5552238821983337,0.2813976243952289,1.0178970133303107,0.6616744995117188,0.6338123611489683,0.7780072924361936,0.6153692603111267,0.398730038504824,0.856337478194125,0.6220826506614685,0.6240296791738086,0.7606624032682181,0.49182891845703125,0.4366624998278078,0.8238030760965496,0.4726739227771759,0.612688388903532,0.7149826895654761,0.49934062361717224,0.4342549914685544,0.7757122152210212,0.47493016719818115,0.6067357597882487,0.7278014567791484,0.5236842036247253,0.42958817545322703,0.7887789062769525,0.48189693689346313,,,0.025666743516921997,,,0.033513765782117844,,,0.017799802124500275,,,0.021615954115986824,,,0.001994321122765541,,,0.0016793288523331285,,,0.0016019423492252827,,,0.0009450014331378043,,,0.005861954297870398,,,0.004453521687537432,2.4440999607117813,29.803557868425862,,,,
448,0.5307371998053986,0.48795386093140863,0.9989157915115356,0.5465774337675635,0.4062161878930535,0.9981986880302429,0.5557246030618093,0.3987542997441087,0.9978350400924683,0.5641590487889991,0.3947273445032537,0.9976560473442078,0.5089883324027331,0.42165622416705495,0.998503565788269,0.48873865656058957,0.4263291169440495,0.9981784224510193,0.46354272164688076,0.42830809268960496,0.998056948184967,0.5505851641385667,0.4239775998287657,0.9983628392219543,0.39371382705505564,0.45527305744287977,0.9988389015197754,0.5308942851861683,0.5690496129157254,0.9967468976974487,0.4776320428208406,0.5770485112307621,0.9969366788864136,0.6026537663902509,0.6906572512814616,0.957362949848175,0.30884960446860543,0.7534016440147291,0.9582608938217163,0.6947780975602587,0.9045353386311392,0.5254234075546265,0.27656729800329544,1.0343487404560077,0.6377848982810974,0.6474767283322252,0.8134364579084618,0.5990570783615112,0.3958127595838569,0.8707902697540987,0.5986621975898743,0.6397027740860759,0.8018997781134546,0.4866816997528076,0.4357475072838194,0.8384163288437463,0.46256983280181885,0.6278379879511752,0.7551618672857052,0.496703565120697,0.43220557058542736,0.790283197318972,0.4679550528526306,0.6209513117658803,0.7653503334268321,0.5147824883460999,0.4267994953337936,0.8033369813235951,0.46849751472473145,,,0.024134047329425812,,,0.031304094940423965,,,0.016789907589554787,,,0.020040683448314667,,,0.0018273721216246486,,,0.001553846406750381,,,0.00145271560177207,,,0.0008766694227233529,,,0.005435699597001076,,,0.004194094333797693,4.13660622147997,29.53980155710556,,,,
496,0.5318028817320295,0.4871496906800349,0.9990093111991882,0.5478972931849164,0.404147262724395,0.9983599185943604,0.556931767246333,0.39739168057013613,0.9980294704437256,0.5652240927771881,0.3934783397850022,0.9978609085083008,0.5106125936645445,0.42098556356947514,0.9986364841461182,0.4904191229124927,0.4261070098482803,0.998343825340271,0.46460226554235434,0.4275187015915507,0.9982282519340515,0.5517082241980029,0.42356535801098927,0.9985021352767944,0.39375435245919543,0.4554496631267513,0.9989356398582458,0.5339240379468837,0.5688928738768271,0.9970312118530273,0.47798477221144553,0.5777054122095107,0.9972141981124878,0.6055828343488459,0.6929038003900637,0.9611667394638062,0.30893549124567704,0.7536641851457143,0.961596667766571,0.6965567552831409,0.9287697727263599,0.5034030675888062,0.27358272332784395,1.048673996607837,0.6035053133964539,0.6689592183847421,0.9201261253233768,0.574441134929657,0.38225346094437745,0.9170658105692748,0.5655025839805603,0.6688351870070006,0.9288981415060148,0.4767695963382721,0.41787610252233964,0.8961413681811133,0.4475870728492737,0.6571818559742255,0.8844195035439817,0.49119114875793457,0.4138073020681575,0.8459227822234726,0.45809921622276306,0.6471453090868404,0.8860157733394556,0.5058980584144592,0.40967026854985533,0.8546754799303442,0.4552561044692993,,,0.02270522341132164,,,0.029095759615302086,,,0.016184236854314804,,,0.018652815371751785,,,0.001688876305706799,,,0.0014430538285523653,,,0.00132104498334229,,,0.0008184195030480623,,,0.005065261386334896,,,0.003958457615226507,51.51754212552379,32.713463722955744,,,,
561,0.531393288407115,0.4868857267598442,0.9990430474281311,0.5477573276654563,0.4033353090076655,0.9984551668167114,0.5569025702255812,0.39656487047632427,0.9981329441070557,0.565315619135052,0.39298410496898556,0.9979649186134338,0.5102203997701222,0.4205317349062222,0.9987065196037292,0.48962803847561687,0.42595770646155906,0.9984331727027893,0.4641886407739361,0.42711570503810903,0.9983160495758057,0.5522469121292299,0.42396005993807334,0.9985564947128296,0.39429522510744536,0.45535750949460757,0.998948335647583,0.5353506620495077,0.5684008393782369,0.9970183372497559,0.47813349957862156,0.5780965158495426,0.9972090125083923,0.6090106494156018,0.6976021571241163,0.9618642926216125,0.30960384627292403,0.7547321997091094,0.9591251611709595,0.7075543755751167,0.9415655201283504,0.479437917470932,0.2724733554149067,1.0621978760085948,0.5658497214317322,0.674732228894281,0.935615658084493,0.5495005249977112,0.38718506828888655,0.9325940325014755,0.5513244867324829,0.674460265668091,0.9431882766085407,0.45800572633743286,0.4227897948989889,0.8815406647522177,0.43809834122657776,0.66143495838787,0.8991171854508277,0.47414231300354004,0.417284966585849,0.8399094345477047,0.45006293058395386,0.6516641325985697,0.9017065737050776,0.48630475997924805,0.41356716631384516,0.8584954076320996,0.4432992935180664,,,0.02090536057949066,,,0.026662180200219154,,,0.015466323122382164,,,0.017339473590254784,,,0.001534795854240656,,,0.0013128325808793306,,,0.0011931167682632804,,,0.0007439024630002677,,,0.00463838130235672,,,0.003652232000604272,57.73005578594389,34.6260125000855,,,,
608,0.5312053464270652,0.4873579191183136,0.9989678859710693,0.547908303212344,0.4028617480260984,0.9984572529792786,0.5567309059238037,0.3970815818605217,0.9981446862220764,0.5651120670295731,0.3938684665477498,0.9979509711265564,0.5108040902291119,0.42093199124304526,0.9986705183982849,0.48962023912400765,0.426571185368932,0.9984093904495239,0.4653302809093581,0.42777066744988074,0.9982506632804871,0.5524299993861509,0.42489823851705205,0.9985525608062744,0.3955452503924103,0.4552779162590804,0.9988839030265808,0.5355529845008812,0.5681928978526289,0.9968022704124451,0.4781737625314705,0.5789435997555183,0.9969817996025085,0.6120363943281643,0.7012848375373605,0.9628991484642029,0.3103905568825345,0.756028308799187,0.9573577642440796,0.7149971863031243,0.9577766073390659,0.4594622254371643,0.2720298823551195,1.0736944842546772,0.5302027463912964,0.6731675580208609,0.9308146263738093,0.5478257536888123,0.3961726525263375,0.9184288317163216,0.5505532026290894,0.6719411918130587,0.9435005032696725,0.46039053797721863,0.431337977203752,0.8424972113648357,0.4391132891178131,0.6595858847162605,0.9066226511748663,0.4775976538658142,0.4260093293593121,0.8073077829181586,0.4516129195690155,0.6502547230028063,0.9010610533467236,0.4871745705604553,0.4228544558191864,0.8342145429702794,0.44242650270462036,,,0.019181013107299805,,,0.02433067001402378,,,0.014418882317841053,,,0.01590132713317871,,,0.0013948947889730334,,,0.001187687274068594,,,0.0010779579170048237,,,0.0006734780035912991,,,0.004236693028360605,,,0.00333317369222641,35.32403686589627,31.758536861641343,,,,
